id,timestamp,brand
1,2024-12-10 18:38:22,Parle
2,2024-12-10 18:39:04,Parle
3,2024-12-10 18:39:48,Tata
4,2024-12-10 18:45:34,Tata
5,2024-12-11 11:21:50,
